역명, 이용인원 
귤현,2538
박촌,8259
임학,16614
계산,21949
경인교대입구,11852
작전,29145
갈산,19417
부평구청,13687
부평시장,27456
부평,12987
동수,8361
부평삼거리,5436
간석오거리,22125
인천시청,11154
예술회관,23806
인천터미널,26925
문학경기장,5961
선학,12157
신연수,12039
원인재,5670
동춘,20225
동막,11111
캠퍼스타운,13107
테크노파크,21822
지식정보단지,11146
인천대입구,19636
센트럴파크(재외동포청),7580
국제업무지구,4018
송도달빛축제공원,10889
계양,8183
귤현,2506
박촌,8311
임학,16464
계산,21000
경인교대입구,11579
작전,28736
갈산,19990
부평구청,13925
부평시장,27390
부평,12762
동수,8458
부평삼거리,5255
간석오거리,22228
인천시청,11324
예술회관,24319
인천터미널,25830
문학경기장,4710
선학,12380
신연수,12070
원인재,5836
동춘,20261
동막,10999
캠퍼스타운,12572
테크노파크,21893
지식정보단지,11174
인천대입구,20056
센트럴파크(재외동포청),7603
국제업무지구,4279
송도달빛축제공원,10713
계양,8175
귤현,2579
박촌,8586
임학,17155
계산,22120
경인교대입구,11956
작전,29463
갈산,20088
부평구청,13933
부평시장,27249
부평,13510
동수,8611
부평삼거리,5204
간석오거리,22488
인천시청,11644
예술회관,24778
인천터미널,26366
문학경기장,3649
선학,12859
신연수,12316
원인재,6079
동춘,20658
동막,11205
캠퍼스타운,12971
테크노파크,22635
지식정보단지,11438
인천대입구,20221
센트럴파크(재외동포청),7836
국제업무지구,4241
송도달빛축제공원,10991
계양,8367
귤현,2632
박촌,8650
임학,17107
계산,22325
경인교대입구,11992
작전,29755
갈산,20009
부평구청,14354
부평시장,28431
부평,13775
동수,8608
부평삼거리,5460
간석오거리,22349
인천시청,11791
예술회관,25223
인천터미널,27592
문학경기장,4008
선학,12570
신연수,12153
원인재,6267
동춘,20921
동막,10924
캠퍼스타운,13568
테크노파크,22763
지식정보단지,11556
인천대입구,20653
센트럴파크(재외동포청),8035
국제업무지구,4215
송도달빛축제공원,11178
계양,8140
귤현,2531
박촌,8494
임학,17133
계산,21278
경인교대입구,11494
작전,29397
갈산,19879
부평구청,14098
부평시장,27742
부평,14738
동수,8341
부평삼거리,4977
간석오거리,22148
인천시청,11701
예술회관,25769
인천터미널,30605
문학경기장,3922
선학,13104
신연수,11496
원인재,6211
동춘,21461
동막,11190
캠퍼스타운,13608
테크노파크,22987
지식정보단지,10855
인천대입구,18662
센트럴파크(재외동포청),8726
국제업무지구,4116
송도달빛축제공원,11098
계양,6732
귤현,1574
박촌,6067
임학,13944
계산,19217
경인교대입구,9579
작전,23675
갈산,10820
부평구청,10812
부평시장,20100
부평,14771
동수,5711
부평삼거리,4478
간석오거리,17733
인천시청,8175
예술회관,19477
인천터미널,31805
문학경기장,19948
선학,11597
신연수,6959
원인재,3988
동춘,16383
동막,6784
캠퍼스타운,9223
테크노파크,20282
지식정보단지,4510
인천대입구,12049
센트럴파크(재외동포청),8106
국제업무지구,1903
송도달빛축제공원,9233
계양,5572
귤현,1223
박촌,4529
임학,9510
계산,15252
경인교대입구,7756
작전,16057
갈산,7430
부평구청,7986
부평시장,15688
부평,10663
동수,4297
부평삼거리,4088
간석오거리,13025
인천시청,5871
예술회관,13029
인천터미널,25887
문학경기장,17154
선학,8863
신연수,4858
원인재,2806
동춘,10037
동막,4610
캠퍼스타운,7318
테크노파크,16235
지식정보단지,3048
인천대입구,8730
센트럴파크(재외동포청),6074
국제업무지구,916
송도달빛축제공원,7234
계양,7722
귤현,2461
박촌,7986
임학,16397
계산,21136
경인교대입구,11700
작전,28527
갈산,19309
부평구청,13331
부평시장,26668
부평,12638
동수,8274
부평삼거리,5038
간석오거리,21431
인천시청,11131
예술회관,23779
인천터미널,25172
문학경기장,3569
선학,12024
신연수,11887
원인재,5688
동춘,19983
동막,10599
캠퍼스타운,12780
테크노파크,21413
지식정보단지,10888
인천대입구,19117
센트럴파크(재외동포청),7373
국제업무지구,3974
송도달빛축제공원,10273
계양,8189
귤현,2597
박촌,8228
임학,16783
계산,20749
경인교대입구,11852
작전,29528
갈산,19904
부평구청,14210
부평시장,27353
부평,12819
동수,8618
부평삼거리,5432
간석오거리,21995
인천시청,12331
예술회관,24517
인천터미널,26236
문학경기장,11072
선학,12428
신연수,12058
원인재,5834
동춘,20899
동막,10717
캠퍼스타운,12848
테크노파크,22058
지식정보단지,11065
인천대입구,19961
센트럴파크(재외동포청),7900
국제업무지구,3960
송도달빛축제공원,10875
계양,8680
귤현,2623
박촌,8567
임학,17239
계산,22582
경인교대입구,12086
작전,30810
갈산,20675
부평구청,14642
부평시장,28476
부평,13673
동수,8703
부평삼거리,5814
간석오거리,23035
인천시청,11964
예술회관,25660
인천터미널,27373
문학경기장,11299
선학,13090
신연수,12667
원인재,6074
동춘,21367
동막,11295
캠퍼스타운,13340
테크노파크,22653
지식정보단지,11466
인천대입구,20234
센트럴파크(재외동포청),8456
국제업무지구,4153
송도달빛축제공원,11204
계양,8250
귤현,2541
박촌,8161
임학,16820
계산,21189
경인교대입구,12029
작전,29123
갈산,19872
부평구청,14056
부평시장,26884
부평,13315
동수,8514
부평삼거리,5190
간석오거리,21878
인천시청,11531
예술회관,24518
인천터미널,26541
문학경기장,12022
선학,12948
신연수,12014
원인재,5904
동춘,20805
동막,10867
캠퍼스타운,13570
테크노파크,21326
지식정보단지,11177
인천대입구,19443
센트럴파크(재외동포청),7982
국제업무지구,4155
송도달빛축제공원,10746
계양,8285
귤현,2396
박촌,7942
임학,16722
계산,21051
경인교대입구,11308
작전,29558
갈산,19610
부평구청,13874
부평시장,26894
부평,14611
동수,8161
부평삼거리,5322
간석오거리,22078
인천시청,11670
예술회관,24751
인천터미널,30415
문학경기장,3679
선학,13321
신연수,11515
원인재,6037
동춘,21124
동막,10839
캠퍼스타운,13037
테크노파크,21942
지식정보단지,10737
인천대입구,17872
센트럴파크(재외동포청),8493
국제업무지구,4135
송도달빛축제공원,10922
계양,6740
귤현,1657
박촌,5963
임학,13168
계산,19516
경인교대입구,10319
작전,22839
갈산,10260
부평구청,10081
부평시장,20101
부평,14262
동수,5462
부평삼거리,4363
간석오거리,17028
인천시청,8236
예술회관,17975
인천터미널,29411
문학경기장,2967
선학,11219
신연수,6388
원인재,3932
동춘,16007
동막,6960
캠퍼스타운,9221
테크노파크,19912
지식정보단지,4470
인천대입구,13051
센트럴파크(재외동포청),9889
국제업무지구,2194
송도달빛축제공원,9022
계양,5154
귤현,1165
박촌,4514
임학,9623
계산,15268
경인교대입구,7875
작전,16219
갈산,7094
부평구청,7567
부평시장,15998
부평,10092
동수,4328
부평삼거리,3631
간석오거리,12966
인천시청,5908
예술회관,12890
인천터미널,24349
문학경기장,1609
선학,8679
신연수,5057
원인재,3615
동춘,11429
동막,4747
캠퍼스타운,7110
테크노파크,15725
지식정보단지,3029
인천대입구,9013
센트럴파크(재외동포청),6839
국제업무지구,862
송도달빛축제공원,7009
계양,8269
귤현,2597
박촌,8181
임학,16942
계산,22030
경인교대입구,12097
작전,29980
갈산,19474
부평구청,13796
부평시장,27242
부평,13213
동수,8255
부평삼거리,5455
간석오거리,21833
인천시청,11182
예술회관,23846
인천터미널,26624
문학경기장,3750
선학,12543
신연수,12070
원인재,5994
동춘,20421
동막,10790
캠퍼스타운,12889
테크노파크,22072
지식정보단지,11190
인천대입구,18875
센트럴파크(재외동포청),7583
국제업무지구,4161
송도달빛축제공원,10891
계양,8521
귤현,2757
박촌,8568
임학,17418
계산,21924
경인교대입구,11954
작전,30042
갈산,20067
부평구청,14280
부평시장,28186
부평,13032
동수,8705
부평삼거리,5618
간석오거리,22895
인천시청,12382
예술회관,24676
인천터미널,26551
문학경기장,11658
선학,13810
신연수,12295
원인재,6246
동춘,21003
동막,10933
캠퍼스타운,13071
테크노파크,22431
지식정보단지,11659
인천대입구,20116
센트럴파크(재외동포청),8244
국제업무지구,4200
송도달빛축제공원,11435
계양,8433
귤현,2598
박촌,8446
임학,17147
계산,21626
경인교대입구,11827
작전,30666
갈산,20028
부평구청,13987
부평시장,27467
부평,13223
동수,8453
부평삼거리,5456
간석오거리,22378
인천시청,11558
예술회관,24701
인천터미널,25863
문학경기장,11494
선학,13227
신연수,12083
원인재,6088
동춘,20773
동막,10878
캠퍼스타운,13410
테크노파크,22860
지식정보단지,11432
인천대입구,19512
센트럴파크(재외동포청),8092
국제업무지구,4296
송도달빛축제공원,11081
계양,8719
귤현,2635
박촌,8404
임학,17515
계산,22617
경인교대입구,12281
작전,30528
갈산,20035
부평구청,14512
부평시장,27771
부평,13493
동수,8499
부평삼거리,5835
간석오거리,22769
인천시청,12002
예술회관,24671
인천터미널,27616
문학경기장,13023
선학,13780
신연수,12234
원인재,6456
동춘,21397
동막,10746
캠퍼스타운,14113
테크노파크,22611
지식정보단지,11371
인천대입구,18991
센트럴파크(재외동포청),8566
국제업무지구,4222
송도달빛축제공원,11322
계양,8693
귤현,2665
박촌,8562
임학,17811
계산,22500
경인교대입구,11863
작전,30815
갈산,19887
부평구청,14614
부평시장,28210
부평,14637
동수,8422
부평삼거리,6193
간석오거리,22566
인천시청,11515
예술회관,25369
인천터미널,31899
문학경기장,3914
선학,14026
신연수,12177
원인재,6094
동춘,22462
동막,11255
캠퍼스타운,14188
테크노파크,23771
지식정보단지,11000
인천대입구,18275
센트럴파크(재외동포청),9005
국제업무지구,4211
송도달빛축제공원,11628
계양,6873
귤현,1577
박촌,5981
임학,13469
계산,19433
경인교대입구,9545
작전,23711
갈산,10969
부평구청,11065
부평시장,20226
부평,13492
동수,5610
부평삼거리,5024
간석오거리,17302
인천시청,8551
예술회관,18008
인천터미널,29739
문학경기장,3259
선학,11673
신연수,6896
원인재,4303
동춘,16658
동막,6903
캠퍼스타운,9612
테크노파크,19282
지식정보단지,4533
인천대입구,11823
센트럴파크(재외동포청),9663
국제업무지구,2039
송도달빛축제공원,9207
계양,5349
귤현,1197
박촌,4423
임학,10040
계산,14562
경인교대입구,7660
작전,16934
갈산,7327
부평구청,8316
부평시장,15650
부평,9662
동수,4459
부평삼거리,3901
간석오거리,13161
인천시청,6324
예술회관,12745
인천터미널,24593
문학경기장,1803
선학,8941
신연수,5145
원인재,3193
동춘,12760
동막,4967
캠퍼스타운,7774
테크노파크,15496
지식정보단지,3247
인천대입구,8796
센트럴파크(재외동포청),7167
국제업무지구,875
송도달빛축제공원,7358
계양,8229
귤현,2589
박촌,8239
임학,17125
계산,22161
경인교대입구,11954
작전,29900
갈산,19413
부평구청,13861
부평시장,27198
부평,12904
동수,8311
부평삼거리,5672
간석오거리,21988
인천시청,11424
예술회관,23744
인천터미널,26594
문학경기장,3697
선학,12584
신연수,11970
원인재,5936
동춘,20183
동막,10609
캠퍼스타운,13099
테크노파크,21769
지식정보단지,11424
인천대입구,19342
센트럴파크(재외동포청),8417
국제업무지구,4301
송도달빛축제공원,10809
계양,8953
귤현,2768
박촌,8662
임학,18000
계산,22534
경인교대입구,12109
작전,31357
갈산,19788
부평구청,14651
부평시장,28966
부평,14151
동수,8788
부평삼거리,5733
간석오거리,23215
인천시청,12267
예술회관,26370
인천터미널,28892
문학경기장,10398
선학,14226
신연수,12616
원인재,6351
동춘,21577
동막,11157
캠퍼스타운,13798
테크노파크,22995
지식정보단지,11758
인천대입구,20865
센트럴파크(재외동포청),8811
국제업무지구,4372
송도달빛축제공원,11675
계양,5727
귤현,1374
박촌,5111
임학,10976
계산,15597
경인교대입구,8422
작전,18320
갈산,8459
부평구청,8849
부평시장,17064
부평,11125
동수,4967
부평삼거리,4473
간석오거리,15019
인천시청,6450
예술회관,16070
인천터미널,24443
문학경기장,15231
선학,9901
신연수,5958
원인재,3399
동춘,13686
동막,5473
캠퍼스타운,8243
테크노파크,17346
지식정보단지,3974
인천대입구,10410
센트럴파크(재외동포청),7700
국제업무지구,1774
송도달빛축제공원,7861
계양,8365
귤현,2583
박촌,8373
임학,16979
계산,21630
경인교대입구,11928
작전,29838
갈산,19399
부평구청,14063
부평시장,27195
부평,13215
동수,8358
부평삼거리,5359
간석오거리,22401
인천시청,11402
예술회관,24760
인천터미널,26976
문학경기장,8676
선학,13327
신연수,12277
원인재,5916
동춘,20638
동막,10756
캠퍼스타운,13593
테크노파크,22001
지식정보단지,11232
인천대입구,19458
센트럴파크(재외동포청),8276
국제업무지구,4345
송도달빛축제공원,10809
계양,8796
귤현,2552
박촌,8369
임학,17434
계산,22600
경인교대입구,12040
작전,30888
갈산,19712
부평구청,14575
부평시장,28246
부평,14877
동수,8544
부평삼거리,5636
간석오거리,22490
인천시청,12100
